2.000000000000000000e+02,-1.094882441876910377e+02
3.000000000000000000e+02,-1.095026231666740557e+02
4.000000000000000000e+02,-1.095095399803013549e+02
5.000000000000000000e+02,-1.095136471443501875e+02
6.000000000000000000e+02,-1.095164226420603484e+02
7.000000000000000000e+02,-1.095184746621273462e+02
8.000000000000000000e+02,-1.095200963921619461e+02
9.000000000000000000e+02,-1.095214455673945793e+02
1.000000000000000000e+03,-1.095226143495366529e+02
1.100000000000000000e+03,-1.095236602246675659e+02
1.200000000000000000e+03,-1.095246210280148063e+02
1.300000000000000000e+03,-1.095255228182648466e+02
1.400000000000000000e+03,-1.095263842659638271e+02
1.500000000000000000e+03,-1.095272192295690843e+02
1.600000000000000000e+03,-1.095280383369330650e+02
1.700000000000000000e+03,-1.095288499951329726e+02
1.800000000000000000e+03,-1.095296610583060470e+02
1.900000000000000000e+03,-1.095304772836944665e+02
2.000000000000000000e+03,-1.095313036526234782e+02
2.100000000000000000e+03,-1.095321446032384074e+02
2.200000000000000000e+03,-1.095330042045278844e+02
2.300000000000000000e+03,-1.095338862908391775e+02
2.400000000000000000e+03,-1.095347945697762100e+02
2.500000000000000000e+03,-1.095357327124259257e+02
2.600000000000000000e+03,-1.095367044323653829e+02
2.700000000000000000e+03,-1.095377135583303527e+02
2.800000000000000000e+03,-1.095387641044611371e+02
2.900000000000000000e+03,-1.095398603415009120e+02
3.000000000000000000e+03,-1.095410068720987766e+02
3.100000000000000000e+03,-1.095422087134099343e+02
3.200000000000000000e+03,-1.095434713904695627e+02
3.300000000000000000e+03,-1.095448010443582234e+02
3.400000000000000000e+03,-1.095462045600134076e+02
3.500000000000000000e+03,-1.095476897197482344e+02
3.600000000000000000e+03,-1.095492653902277880e+02
3.700000000000000000e+03,-1.095509417529945893e+02
3.800000000000000000e+03,-1.095527305918746777e+02
3.900000000000000000e+03,-1.095546456550922869e+02
4.000000000000000000e+03,-1.095567031161968998e+02
4.100000000000000000e+03,-1.095589221667187587e+02
4.200000000000000000e+03,-1.095613257859292986e+02
4.300000000000000000e+03,-1.095639417508030817e+02
4.400000000000000000e+03,-1.095668039746026068e+02
4.500000000000000000e+03,-1.095699542987841539e+02
4.600000000000000000e+03,-1.095734449148009588e+02
4.700000000000000000e+03,-1.095773416659584996e+02
4.800000000000000000e+03,-1.095817285817820448e+02
4.900000000000000000e+03,-1.095867141338418236e+02
5.000000000000000000e+03,-1.095924398688755872e+02
5.100000000000000000e+03,-1.095990922394432801e+02
5.200000000000000000e+03,-1.096069185061387827e+02
5.300000000000000000e+03,-1.096162472515342756e+02
5.400000000000000000e+03,-1.096275127261359330e+02
5.500000000000000000e+03,-1.096412788973061936e+02
5.600000000000000000e+03,-1.096582525478209220e+02
5.700000000000000000e+03,-1.096792657449811657e+02
5.800000000000000000e+03,-1.097052034159376319e+02
5.900000000000000000e+03,-1.097368675968872651e+02
6.000000000000000000e+03,-1.097748172923091801e+02
6.100000000000000000e+03,-1.098192734342985659e+02
6.200000000000000000e+03,-1.098701656084863885e+02
6.300000000000000000e+03,-1.099273049998991354e+02
6.400000000000000000e+03,-1.099905821688267764e+02
6.500000000000000000e+03,-1.100600861231474994e+02
6.600000000000000000e+03,-1.101360974426375918e+02
6.700000000000000000e+03,-1.102189650771934453e+02
6.800000000000000000e+03,-1.103089231530001229e+02
6.900000000000000000e+03,-1.104059432992235372e+02
7.000000000000000000e+03,-1.105097125064930594e+02
7.100000000000000000e+03,-1.106197500609583813e+02
7.200000000000000000e+03,-1.107355908872805799e+02
7.300000000000000000e+03,-1.108569482052904220e+02
7.400000000000000000e+03,-1.109838168350745491e+02
7.500000000000000000e+03,-1.111165248244272732e+02
7.600000000000000000e+03,-1.112557518297740700e+02
7.700000000000000000e+03,-1.114025150125773536e+02
7.800000000000000000e+03,-1.115580971743480347e+02
7.900000000000000000e+03,-1.117238824202584624e+02
8.000000000000000000e+03,-1.119010983981371794e+02
8.100000000000000000e+03,-1.120905376730427321e+02
8.200000000000000000e+03,-1.122923805250924261e+02
